Name,URL,Fact and Bias
 fortnightlyreview  ,fortnightlyreview.co.uk,Fact: HIGH Bias:  right-center
 prospect  ,prospect.org,Fact: HIGH Bias:  left
  fairus  ,fairus.org,Fact: LOW Bias:  extreme-right
  judicialwatch  ,judicialwatch.org,Fact: MIXED Bias:  right
  sfgate  ,sfgate.com,Fact: HIGH Bias:  left-center
  businessinsider  ,businessinsider.com,Fact: HIGH Bias:  left-center
 deepstatenation ,deepstatenation.com,Fact: MIXED Bias:  left
 ir  ,ir.net,Fact: MIXED Bias:  left
 elitedaily  ,elitedaily.com,Fact: MIXED Bias:  left
  chroniclesofdemocracy  ,chroniclesofdemocracy.com,Fact: HIGH Bias:  left
 mtstandard ,mtstandard.com,Fact: HIGH Bias:  center
  esquire  ,esquire.com,Fact: HIGH Bias:  left
 takimag  ,takimag.com,Fact: LOW Bias:  extreme-right
 squawker  ,squawker.org,Fact: LOW Bias:  extreme-right
  americanewshub ,americanewshub.com,Fact: MIXED Bias:  right
 morningconsult  ,morningconsult.com,Fact: HIGH Bias:  left-center
  carbonated  ,carbonated.tv,Fact: HIGH Bias:  left
 pmnightlynews  ,pmnightlynews.com,Fact: LOW Bias:  extreme-right
  gopusa  ,gopusa.com,Fact: MIXED Bias:  right
  icij  ,icij.org,Fact: HIGH Bias:  center
  9news   ,9news.com.au,Fact: HIGH Bias:  right-center
 newint  ,newint.org,Fact: HIGH Bias:  left
  inquisitr  news ,inquisitr.com-news,Fact: MIXED Bias:  left-center
  fwweekly  ,fwweekly.com,Fact: HIGH Bias:  left-center
  consumerreports ,consumerreports.org,Fact: HIGH Bias:  center
 trueviralnews  ,trueviralnews.com,Fact: HIGH Bias:  center
 politicalsitenews ,politicalsitenews.com,Fact: LOW Bias:  extreme-right
  dailymail  ushome index ,dailymail.co.uk,Fact: MIXED Bias:  right
 techcrunch ,techcrunch.com,Fact: HIGH Bias:  left-center
  recode  ,recode.net,Fact: HIGH Bias:  center
 stepfeed ,stepfeed.com,Fact: MIXED Bias:  left-center
  thefiscaltimes  ,thefiscaltimes.com,Fact: HIGH Bias:  right-center
 conservativetoday ,conservativetoday.com,Fact: MIXED Bias:  right
  pri  ,pri.org,Fact: HIGH Bias:  left-center
  syriana-analysis ,syriana-analysis.com,Fact: MIXED Bias:  left
  jordantimes  ,jordantimes.com,Fact: HIGH Bias:  center
  opednews  ,opednews.com,Fact: MIXED Bias:  left
  lohud  ,lohud.com,Fact: HIGH Bias:  left-center
  cato  regulation ,cato.org-regulation,Fact: MIXED Bias:  right-center
  clickhole  ,clickhole.com,Fact: LOW Bias:  center
 grist  ,grist.org,Fact: HIGH Bias:  left-center
  wnd  ,wnd.com,Fact: MIXED Bias:  right
  breitbartunmasked  ,breitbartunmasked.com,Fact: MIXED Bias:  left
  geologyin  ,geologyin.com,Fact: HIGH Bias:  center
  progressiveliberal ,progressiveliberal.net,Fact: MIXED Bias:  left
  amren  ,amren.com,Fact: LOW Bias:  extreme-right
 act ,act.tv,Fact: HIGH Bias:  left
  wionews  ,wionews.com,Fact: MIXED Bias:  center
  baltimoresun  ,baltimoresun.com,Fact: HIGH Bias:  left-center
  adflegal  ,adflegal.org,Fact: LOW Bias:  extreme-right
  guns ,guns.com,Fact: HIGH Bias:  right-center
  getreligion  ,getreligion.org,Fact: MIXED Bias:  right
  webmd  ,webmd.com,Fact: HIGH Bias:  center
  chroniclesmagazine  ,chroniclesmagazine.org,Fact: MIXED Bias:  right
  alec ,alec.org,Fact: MIXED Bias:  right
  nzherald .nz,nzherald.co.nz,Fact: HIGH Bias:  center
 thewalrus  ,thewalrus.ca,Fact: HIGH Bias:  left
 canadafreepress  ,canadafreepress.com,Fact: MIXED Bias:  right
 rantt ,rantt.com,Fact: HIGH Bias:  left
  americansforprosperity ,americansforprosperity.org,Fact: MIXED Bias:  right
 medicalxpress  ,medicalxpress.com,Fact: HIGH Bias:  center
  jpost  Jerusalem-Report,jpost.com-Jerusalem-Report,Fact: HIGH Bias:  left-center
  courthousenews ,courthousenews.com,Fact: HIGH Bias:  center
 chicagoreporter  ,chicagoreporter.com,Fact: HIGH Bias:  left-center
  aei  ,aei.org,Fact: MIXED Bias:  right
  seattlepi  ,seattlepi.com,Fact: HIGH Bias:  left-center
 thehill  ,thehill.com,Fact: MIXED Bias:  left-center
  10news.one ,10news.one,Fact: LOW Bias:  extreme-right
  tmn day ,tmn.today,Fact: LOW Bias:  extreme-right
 international.thenewslens  ,international.thenewslens.com,Fact: HIGH Bias:  right-center
  oaoa ,oaoa.com,Fact: HIGH Bias:  right-center
 littlegreenfootballs  ,littlegreenfootballs.com,Fact: MIXED Bias:  left
  acpeds  ,acpeds.org,Fact: LOW Bias:  right
 o4anews  ,o4anews.com,Fact: LOW Bias:  extreme-right
 euobserver  ,euobserver.com,Fact: HIGH Bias:  left-center
  washingtontimes  ,washingtontimes.com,Fact: HIGH Bias:  right-center
 therightstuff.biz ,therightstuff.biz,Fact: LOW Bias:  extreme-right
 understandrealitythroughscience spot  ,understandrealitythroughscience.blogspot.com,Fact: HIGH Bias:  center
 tribunist  ,tribunist.com,Fact: MIXED Bias:  right
 worldnewsdailyreport  ,worldnewsdailyreport.com,Fact: LOW Bias:  center
 economyincrisis  ,economyincrisis.org,Fact: MIXED Bias:  left
 realtimepolitics  ,realtimepolitics.com,Fact: LOW Bias:  extreme-left
 en-volve  ,en-volve.com,Fact: LOW Bias:  extreme-right
 timesofindia diatimes  ,timesofindia.indiatimes.com,Fact: HIGH Bias:  center
  memeorandum  ,memeorandum.com,Fact: MIXED Bias:  center
  dailypresser  ,dailypresser.com,Fact: LOW Bias:  extreme-right
 indiatoday today  ,indiatoday.intoday.in,Fact: HIGH Bias:  center
  fairobserver ,fairobserver.com,Fact: HIGH Bias:  center
  japantoday  ,japantoday.com,Fact: HIGH Bias:  right-center
  thesaturdaypaper   ,thesaturdaypaper.com.au,Fact: HIGH Bias:  left-center
  hillarybeattrump  ,hillarybeattrump.org,Fact: LOW Bias:  center
 therightscoop  ,therightscoop.com,Fact: HIGH Bias:  right
  vdare  ,vdare.com,Fact: LOW Bias:  extreme-right
 dailyworldinformation ,dailyworldinformation.com,Fact: LOW Bias:  extreme-right
 freedomsfinalstand  ,freedomsfinalstand.com,Fact: LOW Bias:  extreme-right
  hrw  ,hrw.org,Fact: HIGH Bias:  left-center
 stubhillnews  ,stubhillnews.com,Fact: LOW Bias:  center
  exposinggovernment ,exposinggovernment.com,Fact: LOW Bias:  extreme-right
  sun-sentinel  ,sun-sentinel.com,Fact: HIGH Bias:  right-center
 tucson  ,tucson.com,Fact: HIGH Bias:  left-center
  castanet  ,castanet.net,Fact: HIGH Bias:  center
 londonwebnews  ,londonwebnews.com,Fact: LOW Bias:  extreme-left
  thewhim  ,thewhim.com,Fact: HIGH Bias:  center
  newstatesman  ,newstatesman.com,Fact: HIGH Bias:  left
  policyed  ,policyed.org,Fact: HIGH Bias:  right-center
  wsj  ,wsj.com,Fact: HIGH Bias:  right-center
  ff ,ff.org,Fact: MIXED Bias:  right
 thetruthdivision  ,thetruthdivision.com,Fact: LOW Bias:  extreme-right
 humanevents  ,humanevents.com,Fact: MIXED Bias:  right
 newromantimes  ,newromantimes.com,Fact: LOW Bias:  center
 gulfnews  ,gulfnews.com,Fact: HIGH Bias:  right-center
 budapestbeacon  ,budapestbeacon.com,Fact: HIGH Bias:  left-center
 libertyunyielding  ,libertyunyielding.com,Fact: MIXED Bias:  right
  chinadaily .cn ,chinadaily.com.cn,Fact: HIGH Bias:  center
  migrationpolicy ,migrationpolicy.org,Fact: HIGH Bias:  left-center
  governing  ,governing.com,Fact: HIGH Bias:  left-center
  speakgov  ,speakgov.com,Fact: LOW Bias:  extreme-right
 ladylibertysnews  ,ladylibertysnews.com,Fact: LOW Bias:  extreme-right
  foxnews  ,foxnews.com,Fact: MIXED Bias:  right
  verywell ,verywell.com,Fact: HIGH Bias:  center
 newsheist  ,newsheist.com,Fact: MIXED Bias:  right-center
  sungazette  ,sungazette.com,Fact: HIGH Bias:  right-center
  euractiv  ,euractiv.com,Fact: MIXED Bias:  left-center
 crooksandliars  ,crooksandliars.com,Fact: MIXED Bias:  left
 leadstories  ,leadstories.com,Fact: HIGH Bias:  center
 shareblue  ,shareblue.com,Fact: MIXED Bias:  left
 deadspin  ,deadspin.com,Fact: HIGH Bias:  left
  universitybusiness  ,universitybusiness.com,Fact: HIGH Bias:  left-center
 conservativepost  ,conservativepost.com,Fact: LOW Bias:  extreme-right
 clarionproject  ,clarionproject.org,Fact: LOW Bias:  extreme-right
 napavalleyregister ,napavalleyregister.com,Fact: HIGH Bias:  center
  heartland  ,heartland.org,Fact: MIXED Bias:  right
 sojo  ,sojo.net,Fact: HIGH Bias:  left-center
  callthecops  ,callthecops.net,Fact: LOW Bias:  center
 truthuncensored  ,truthuncensored.net,Fact: LOW Bias:  extreme-right
  popularmechanics  ,popularmechanics.com,Fact: HIGH Bias:  center
  capoliticalreview  ,capoliticalreview.com,Fact: HIGH Bias:  right-center
  truthdig  ,truthdig.com,Fact: HIGH Bias:  left
 adobochronicles  ,adobochronicles.com,Fact: LOW Bias:  center
  timeslive   ,timeslive.co.za,Fact: MIXED Bias:  right-center
 thehayride  ,thehayride.com,Fact: HIGH Bias:  right
 toinformistoinfluence  ,toinformistoinfluence.com,Fact: HIGH Bias:  left-center
 herald-review ,herald-review.com,Fact: HIGH Bias:  center
  glamour  ,glamour.com,Fact: HIGH Bias:  left-center
  insidehighered  ,insidehighered.com,Fact: HIGH Bias:  left-center
  ozy  ,ozy.com,Fact: HIGH Bias:  left-center
 dailyworldupdate ,dailyworldupdate.us,Fact: LOW Bias:  center
 tdn ,tdn.com,Fact: HIGH Bias:  center
  skyandtelescope  ,skyandtelescope.com,Fact: HIGH Bias:  center
 frankmag ,frankmag.ca,Fact: LOW Bias:  center
  ire  ,ire.org,Fact: HIGH Bias:  center
  thedailybeast  ,thedailybeast.com,Fact: HIGH Bias:  left
 carolinapublicpress  ,carolinapublicpress.org,Fact: HIGH Bias:  left-center
 progressivearmy ,progressivearmy.com,Fact: HIGH Bias:  left
 democraticmoms  ,democraticmoms.com,Fact: LOW Bias:  extreme-left
 themoderatevoice  ,themoderatevoice.com,Fact: HIGH Bias:  center
  mnn ,mnn.com,Fact: HIGH Bias:  left-center
  rockcitytimes  ,rockcitytimes.com,Fact: LOW Bias:  center
 en.bbarta24  ,en.bbarta24.net,Fact: HIGH Bias:  center
  irena ,irena.org,Fact: HIGH Bias:  center
  advocate  ,advocate.com,Fact: HIGH Bias:  left
 biggovernment  index ,biggovernment.news,Fact: MIXED Bias:  right
 qpolitical  ,qpolitical.com,Fact: LOW Bias:  extreme-right
  truthrevolt  ,truthrevolt.org,Fact: LOW Bias:  extreme-right
  bettergov  ,bettergov.org,Fact: HIGH Bias:  center
 americanmilitarynews ,americanmilitarynews.com,Fact: MIXED Bias:  right
 acculturated ,acculturated.com,Fact: HIGH Bias:  right
 freedomoutpost  ,freedomoutpost.com,Fact: LOW Bias:  extreme-right
 theknifemedia  ,theknifemedia.com,Fact: HIGH Bias:  center
  reviewjournal  ,reviewjournal.com,Fact: HIGH Bias:  right-center
 wonkette  ,wonkette.com,Fact: MIXED Bias:  left
  thegatewaypundit  ,thegatewaypundit.com,Fact: LOW Bias:  extreme-right
  fpri  ,fpri.org,Fact: HIGH Bias:  right-center
 madworldnews  ,madworldnews.com,Fact: LOW Bias:  extreme-right
 conservativefiringline  ,conservativefiringline.com,Fact: LOW Bias:  extreme-right
 politicops  ,politicops.com,Fact: LOW Bias:  center
  derfmagazine  ,derfmagazine.com,Fact: LOW Bias:  center
  currentaffairs  ,currentaffairs.org,Fact: HIGH Bias:  left
 defiantamerica  ,defiantamerica.com,Fact: LOW Bias:  extreme-right
  rollcall  ,rollcall.com,Fact: HIGH Bias:  center
 teddystick  ,teddystick.com,Fact: LOW Bias:  extreme-right
 sandiegofreepress  ,sandiegofreepress.org,Fact: HIGH Bias:  left-center
 therealnews  t2 ,therealnews.com-t2,Fact: HIGH Bias:  left-center
  nationofchange  ,nationofchange.org,Fact: MIXED Bias:  left
 ricochet ,ricochet.com,Fact: MIXED Bias:  right
  citizen-times  ,citizen-times.com,Fact: HIGH Bias:  left-center
 waterfordwhispersnews  ,waterfordwhispersnews.com,Fact: LOW Bias:  center
  aim  ,aim.org,Fact: MIXED Bias:  right
  upi  ,upi.com,Fact: HIGH Bias:  center
 thevarsity  ,thevarsity.ca,Fact: HIGH Bias:  left-center
 thetab  ,thetab.com,Fact: HIGH Bias:  left-center
  shareably  ,shareably.net,Fact: HIGH Bias:  center
  saudigazette .sa,saudigazette.com.sa,Fact: HIGH Bias:  left-center
  opposingviews  ,opposingviews.com,Fact: HIGH Bias:  left-center
 listverse  ,listverse.com,Fact: HIGH Bias:  center
  theaustralian   ,theaustralian.com.au,Fact: HIGH Bias:  right-center
  oregonlive   ,oregonlive.com-#-0,Fact: HIGH Bias:  right-center
 washingtonpress ,washingtonpress.com,Fact: MIXED Bias:  left
 news.abs-cbn  ,news.abs-cbn.com,Fact: HIGH Bias:  center
  hangthebankers  ,hangthebankers.com,Fact: LOW Bias:  extreme-right
  nationalnewswatch  ,nationalnewswatch.com,Fact: HIGH Bias:  left-center
 duhprogressive  ,duhprogressive.com,Fact: LOW Bias:  center
 dutchreview  ,dutchreview.com,Fact: MIXED Bias:  left-center
  healthline  ,healthline.com,Fact: HIGH Bias:  center
 watchdog  ,watchdog.org,Fact: MIXED Bias:  right-center
 spectator  ,spectator.org,Fact: HIGH Bias:  right
  alaraby  english,alaraby.co.uk,Fact: HIGH Bias:  left-center
 journalstar  ,journalstar.com,Fact: HIGH Bias:  center
 this  ,this.org,Fact: HIGH Bias:  left
  ced  ,ced.org,Fact: HIGH Bias:  center
  rfa  english ,rfa.org-english,Fact: HIGH Bias:  left-center
 filmingcops  ,filmingcops.com,Fact: HIGH Bias:  left
 stonecoldtruth  ,stonecoldtruth.com,Fact: LOW Bias:  extreme-right
 spiked-online  ,spiked-online.com,Fact: MIXED Bias:  right
 meanlefthook  ,meanlefthook.com,Fact: MIXED Bias:  left
 dcwhispers  ,dcwhispers.com,Fact: MIXED Bias:  right
  plymouthpatriotpost  ,plymouthpatriotpost.com,Fact: LOW Bias:  extreme-right
 extranewsfeed ,extranewsfeed.com,Fact: MIXED Bias:  left
 dailycaller  ,dailycaller.com,Fact: MIXED Bias:  right
 bitchmedia  ,bitchmedia.org,Fact: HIGH Bias:  left
  colddeadhands  ,colddeadhands.us,Fact: MIXED Bias:  right
 campaignforliberty  ,campaignforliberty.org,Fact: MIXED Bias:  right-center
 remnantnewspaper ,remnantnewspaper.com,Fact: LOW Bias:  extreme-right
 guardianlv  ,guardianlv.com,Fact: HIGH Bias:  left
 unclesamsmisguidedchildren  ,unclesamsmisguidedchildren.com,Fact: LOW Bias:  extreme-right
  thewrap ,thewrap.com,Fact: MIXED Bias:  center
  yahoo  news ?ref=gs,yahoo.com-news-?ref=gs,Fact: MIXED Bias:  left-center
  cnn  ,cnn.com,Fact: MIXED Bias:  left
 ageofshitlords  ,ageofshitlords.com,Fact: LOW Bias:  right
 undergroundjournalist  ,undergroundjournalist.org,Fact: LOW Bias:  extreme-left
 viraltitle ,viraltitle.com,Fact: MIXED Bias:  left
  courant  ,courant.com,Fact: HIGH Bias:  left-center
 nottnews  ,nottnews.com,Fact: LOW Bias:  center
  lifezette  ,lifezette.com,Fact: MIXED Bias:  right
  restoreamericanglory  ,restoreamericanglory.com,Fact: HIGH Bias:  right
 mises  ,mises.org,Fact: MIXED Bias:  right-center
  newsy  ,newsy.com,Fact: HIGH Bias:  left-center
 circa  ,circa.com,Fact: HIGH Bias:  right-center
  pantagraph  ,pantagraph.com,Fact: HIGH Bias:  center
  liberalmountain  ,liberalmountain.com,Fact: HIGH Bias:  left-center
 jointcenter  ,jointcenter.org,Fact: HIGH Bias:  left-center
  journalnow  ,journalnow.com,Fact: HIGH Bias:  right-center
 cityandstateny  ,cityandstateny.com,Fact: HIGH Bias:  center
  teapartypatriots  ,teapartypatriots.org,Fact: HIGH Bias:  right
 historynewsnetwork  ,historynewsnetwork.org,Fact: HIGH Bias:  left-center
 defund  ,defund.com,Fact: LOW Bias:  extreme-right
 people  politics ,people.com-politics,Fact: HIGH Bias:  left
  oann  ,oann.com,Fact: MIXED Bias:  right
 zcomm  zmag ,zcomm.org-zmag,Fact: HIGH Bias:  left
 theblacksphere  ,theblacksphere.net,Fact: MIXED Bias:  right
 stocknewsusa ,stocknewsusa.com,Fact: HIGH Bias:  center
  cctv-america  ,cctv-america.com,Fact: HIGH Bias:  left-center
  hoover  ,hoover.org,Fact: MIXED Bias:  right-center
  learnliberty  ,learnliberty.org,Fact: HIGH Bias:  right-center
  freepress  ,freepress.net,Fact: HIGH Bias:  left-center
  ciponline  ,ciponline.org,Fact: HIGH Bias:  left-center
  ifyouonlynews  ,ifyouonlynews.com,Fact: LOW Bias:  extreme-left
  thenews   ,thenews.com.pk,Fact: HIGH Bias:  center
  wikitribune ,wikitribune.com,Fact: HIGH Bias:  center
  earthmagazine  ,earthmagazine.org,Fact: HIGH Bias:  center
 news.trust  ,news.trust.org,Fact: HIGH Bias:  left-center
  libertynation ,libertynation.com,Fact: HIGH Bias:  right
  eagletribune  ,eagletribune.com,Fact: HIGH Bias:  center
 russia-insider  en,russia-insider.com-en,Fact: MIXED Bias:  right-center
 alphanewsmn  ,alphanewsmn.com,Fact: MIXED Bias:  right
  nola   ,nola.com-#-0,Fact: HIGH Bias:  left-center
  alhayat  ,alhayat.com,Fact: HIGH Bias:  left-center
  roanoke  ,roanoke.com,Fact: HIGH Bias:  left-center
 louderwithcrowder  ,louderwithcrowder.com,Fact: MIXED Bias:  right
  theodysseyonline ,theodysseyonline.com,Fact: MIXED Bias:  left-center
 whowhatwhy  ,whowhatwhy.org,Fact: MIXED Bias:  left
  twincities  ,twincities.com,Fact: HIGH Bias:  left-center
  politico  ,politico.com,Fact: HIGH Bias:  left-center
 knightstemplarinternational  ,knightstemplarinternational.com,Fact: LOW Bias:  extreme-right
 chronicle.su ,chronicle.su,Fact: LOW Bias:  center
  columbiadailyherald  ,columbiadailyherald.com,Fact: HIGH Bias:  right-center
 americanlookout  ,americanlookout.com,Fact: LOW Bias:  extreme-right
  investors  ,investors.com,Fact: MIXED Bias:  right-center
  cnsnews  ,cnsnews.com,Fact: MIXED Bias:  right
  thetimesherald ,thetimesherald.com,Fact: HIGH Bias:  right-center
 ipolitics  ,ipolitics.ca,Fact: HIGH Bias:  left-center
 religionnews ,religionnews.com,Fact: HIGH Bias:  left-center
 politicslive  ,politicslive.net,Fact: LOW Bias:  extreme-right
  marxist  ,marxist.com,Fact: HIGH Bias:  left
  interpretermag  ,interpretermag.com,Fact: HIGH Bias:  left-center
  unwatch ,unwatch.org,Fact: MIXED Bias:  right
 townhall  ,townhall.com,Fact: MIXED Bias:  right
 pjmedia  ,pjmedia.com,Fact: MIXED Bias:  right
 baptistnews  ,baptistnews.com,Fact: HIGH Bias:  left-center
  duffelblog  ,duffelblog.com,Fact: LOW Bias:  center
 usadosenews  ,usadosenews.com,Fact: LOW Bias:  extreme-right
  omaha  ,omaha.com,Fact: HIGH Bias:  right-center
 economictimes diatimes  ,economictimes.indiatimes.com,Fact: HIGH Bias:  left-center
  ndtv  ,ndtv.com,Fact: HIGH Bias:  left-center
 lifehacker  ,lifehacker.com,Fact: HIGH Bias:  left-center
  mlive  ,mlive.com,Fact: HIGH Bias:  center
  nationalmemo  ,nationalmemo.com,Fact: HIGH Bias:  left
 projectveritas  ,projectveritas.com,Fact: MIXED Bias:  right
 taxfoundation  ,taxfoundation.org,Fact: HIGH Bias:  right-center
  govexec  ,govexec.com,Fact: HIGH Bias:  center
  insidephilanthropy ,insidephilanthropy.com,Fact: HIGH Bias:  left-center
  thejakartapost  ,thejakartapost.com,Fact: HIGH Bias:  center
 conservative101  ,conservative101.com,Fact: LOW Bias:  extreme-right
 allnewspipeline  ,allnewspipeline.com,Fact: LOW Bias:  extreme-right
  washingtonexaminer  ,washingtonexaminer.com,Fact: HIGH Bias:  right-center
  seattletimes  ,seattletimes.com,Fact: HIGH Bias:  left-center
 amgreatness ,amgreatness.com,Fact: HIGH Bias:  right-center
 ibleedredwhiteblue  ,ibleedredwhiteblue.com,Fact: MIXED Bias:  right
 sonsoflibertymedia ,sonsoflibertymedia.com,Fact: LOW Bias:  extreme-right
  cbsnews  ,cbsnews.com,Fact: HIGH Bias:  left-center
  afr  ,afr.com,Fact: HIGH Bias:  center
 chicago.suntimes  ,chicago.suntimes.com,Fact: HIGH Bias:  left-center
  couriermail   ,couriermail.com.au,Fact: HIGH Bias:  right-center
 globalnews  ,globalnews.ca,Fact: HIGH Bias:  left-center
  americanprogress  ,americanprogress.org,Fact: HIGH Bias:  left
 nationalvanguard  ,nationalvanguard.org,Fact: LOW Bias:  extreme-right
  theamericanconservative  ,theamericanconservative.com,Fact: HIGH Bias:  right-center
 eaglerising  ,eaglerising.com,Fact: LOW Bias:  extreme-right
 erlc  ,erlc.com,Fact: MIXED Bias:  right
  defendevropa ,defendevropa.org,Fact: LOW Bias:  extreme-right
