 jezebel  ,jezebel.com, mediabiasfactcheck.com jezebel ,MIXED,left,,,,
  takepart  ,takepart.com, mediabiasfactcheck.com takepart ,HIGH,left,,,,
 nautil  ,nautil.us, mediabiasfactcheck.com nautilus-magazine ,HIGH,center,,,,
 triblive  ,triblive.com, mediabiasfactcheck.com pittsburgh-tribune-review ,HIGH,right-center,,,,
 crimeresearch  ,crimeresearch.org, mediabiasfactcheck.com crime-prevention-research-center ,MIXED,right,,,,
  theoslotimes  ,theoslotimes.com, mediabiasfactcheck.com the-oslo-times ,HIGH,left-center,,,,
  euronews  ,euronews.com, mediabiasfactcheck.com euronews ,HIGH,center,,,,
  pennlive  ,pennlive.com, mediabiasfactcheck.com the-patriot-news ,HIGH,left-center,,,,
 toprightnews ,toprightnews.com, mediabiasfactcheck.com top-right-news ,LOW,extreme-right,,,,
  newsobserver  ,newsobserver.com, mediabiasfactcheck.com raleigh-news-observer ,HIGH,left-center,,,,
 altoday  ,altoday.com, mediabiasfactcheck.com alabama-today ,HIGH,center,,,,
 humanprogress  ,humanprogress.org, mediabiasfactcheck.com human-progress ,MIXED,right-center,,,,
 conservativemedia  ,conservativemedia.com, mediabiasfactcheck.com conservative-media ,LOW,extreme-right,,,,
  newsbiscuit  ,newsbiscuit.com, mediabiasfactcheck.com news-biscuit ,LOW,center,,,,
  news24  ,news24.com, mediabiasfactcheck.com news24-south-africa ,HIGH,center,,,,
  chicagotribune  ,chicagotribune.com, mediabiasfactcheck.com chicago-tribune ,HIGH,left-center,,,,
  thelondoneconomic ,thelondoneconomic.com, mediabiasfactcheck.com the-london-economic ,MIXED,left,,,,
  ebar  ,ebar.com, mediabiasfactcheck.com bay-area-reporter ,HIGH,left,,,,
 consmovement  ,consmovement.com, mediabiasfactcheck.com conservative-movement ,LOW,extreme-right,,,,
  youngcons  ,youngcons.com, mediabiasfactcheck.com young-conservatives ,MIXED,right,,,,
 reverbpress  ,reverbpress.com, mediabiasfactcheck.com reverb-press ,MIXED,left,,,,
  therebel.media ,therebel.media, mediabiasfactcheck.com the-rebel ,MIXED,right,,,,
  inquirer  ,inquirer.net, mediabiasfactcheck.com philippine-daily-inquirer ,HIGH,left-center,,,,
 thelapine  ,thelapine.ca, mediabiasfactcheck.com the-lapine ,LOW,center,,,,
 newpol  ,newpol.org, mediabiasfactcheck.com new-politics-magazine ,HIGH,left,,,,
  economist  ,economist.com, mediabiasfactcheck.com the-economist ,HIGH,center,,,,
 newrepublic  ,newrepublic.com, mediabiasfactcheck.com new-republic ,HIGH,left,,,,
  lifesitenews  ,lifesitenews.com, mediabiasfactcheck.com life-site-news ,MIXED,right,,,,
  nextbigfuture ,nextbigfuture.com, mediabiasfactcheck.com next-big-future ,HIGH,center,,,,
  politifact  ,politifact.com, mediabiasfactcheck.com politifact ,HIGH,center,,,,
 tennesseestar  ,tennesseestar.com, mediabiasfactcheck.com the-tennessee-star ,HIGH,right,,,,
  pluralist ,pluralist.com, mediabiasfactcheck.com pluralist ,HIGH,left-center,,,,
 sbgi  ,sbgi.net, mediabiasfactcheck.com sinclair-broadcast-group ,MIXED,right,,,,
 thefloridasqueeze  ,thefloridasqueeze.com, mediabiasfactcheck.com the-florida-squeeze ,MIXED,left,,,,
  countercurrents  ,countercurrents.org, mediabiasfactcheck.com countercurrents-org ,HIGH,left,,,,
 newmatilda  ,newmatilda.com, mediabiasfactcheck.com new-matilda ,HIGH,left-center,,,,
  theverge  ,theverge.com, mediabiasfactcheck.com the-verge ,HIGH,left-center,,,,
  loonwatch  ,loonwatch.com, mediabiasfactcheck.com loonwatch ,LOW,extreme-left,,,,
  dawn  ,dawn.com, mediabiasfactcheck.com dawn ,HIGH,left-center,,,,
 everydayfeminism  ,everydayfeminism.com, mediabiasfactcheck.com everyday-feminism ,HIGH,left,,,,
  weforum  ,weforum.org, mediabiasfactcheck.com world-economic-forum ,HIGH,center,,,,
  thereligionofpeace  ,thereligionofpeace.com, mediabiasfactcheck.com the-religion-of-peace ,LOW,extreme-right,,,,
 voiceofeurope  ,voiceofeurope.com, mediabiasfactcheck.com voice-of-europe ,LOW,extreme-right,,,,
  aclu  ,aclu.org, mediabiasfactcheck.com american-civil-liberties-union-aclu ,HIGH,left-center,,,,
 legalinsurrection  ,legalinsurrection.com, mediabiasfactcheck.com legal-insurrection ,MIXED,right,,,,
 poststar ,poststar.com, mediabiasfactcheck.com the-post-star ,HIGH,center,,,,
  eff  ,eff.org, mediabiasfactcheck.com electronic-frontier-foundation ,HIGH,left-center,,,,
  nationalcenter  ,nationalcenter.org, mediabiasfactcheck.com national-center-public-policy-research-ncppr ,MIXED,right,,,,
 bluenationreview  ,bluenationreview.com, mediabiasfactcheck.com blue-nation-review ,MIXED,left,,,,
  realclearpolitics  ,realclearpolitics.com, mediabiasfactcheck.com real-clear-politics ,HIGH,right-center,,,,
 thebaffler  ,thebaffler.com, mediabiasfactcheck.com the-baffler ,HIGH,left-center,,,,
  presstv  ,presstv.com, mediabiasfactcheck.com press-tv ,MIXED,left-center,,,,
  hoggwatch ,hoggwatch.com, mediabiasfactcheck.com hogg-watch ,LOW,extreme-right,,,,
 lethbridgeherald  ,lethbridgeherald.com, mediabiasfactcheck.com lethbridge-herald ,HIGH,left-center,,,,
  valleynewslive  ,valleynewslive.com, mediabiasfactcheck.com red-river-valley-news ,HIGH,right-center,,,,
 highline.huffingtonpost ,highline.huffingtonpost.com, mediabiasfactcheck.com highline ,HIGH,left-center,,,,
 crosscut  ,crosscut.com, mediabiasfactcheck.com crosscut-com ,HIGH,left-center,,,,
 yesimright  ,yesimright.com, mediabiasfactcheck.com yes-im-right ,LOW,extreme-right,,,,
 vidmax  ,vidmax.com, mediabiasfactcheck.com vidmax-2 ,LOW,extreme-right,,,,
 world.wng  ,world.wng.org, mediabiasfactcheck.com world-magazine ,MIXED,right,,,,
  thecipherbrief  ,thecipherbrief.com, mediabiasfactcheck.com the-cipher-brief ,HIGH,center,,,,
  codepink  ,codepink.org, mediabiasfactcheck.com code-pink ,MIXED,left,,,,
  leftscoop  ,leftscoop.com, mediabiasfactcheck.com leftscoop ,MIXED,left,,,,
  sltrib  ,sltrib.com, mediabiasfactcheck.com salt-lake-tribune ,HIGH,left-center,,,,
 ipatriot ,ipatriot.com, mediabiasfactcheck.com ipatriot ,MIXED,right,,,,
  news-gazette  ,news-gazette.com, mediabiasfactcheck.com news-gazette ,HIGH,right-center,,,,
 studionewsnetwork ,studionewsnetwork.com, mediabiasfactcheck.com studio-news-network ,LOW,right,,,,
  mcall ,mcall.com, mediabiasfactcheck.com the-morning-call ,HIGH,center,,,,
 conservativetribune  ,conservativetribune.com, mediabiasfactcheck.com conservative-tribune ,LOW,extreme-right,,,,
  dailysabah  ,dailysabah.com, mediabiasfactcheck.com daily-sabah ,MIXED,right,,,,
  oneindia  ,oneindia.com, mediabiasfactcheck.com oneindia ,MIXED,left-center,,,,
 newsthump  ,newsthump.com, mediabiasfactcheck.com news-thump ,LOW,center,,,,
 bullshitnews  ,bullshitnews.org, mediabiasfactcheck.com bullshit-news ,LOW,center,,,,
 ncse  ,ncse.com, mediabiasfactcheck.com national-center-for-science-education-ncse ,HIGH,center,,,,
 renewedright ,renewedright.com, mediabiasfactcheck.com renewedright-com ,MIXED,right,,,,
  transparency  ,transparency.org, mediabiasfactcheck.com transparency-international ,HIGH,center,,,,
  adaa  ,adaa.org, mediabiasfactcheck.com anxiety-and-depression-association-of-america-adaa ,HIGH,center,,,,
  alternet  ,alternet.org, mediabiasfactcheck.com alternet ,MIXED,left,,,,
  puppetstringnews  ,puppetstringnews.com, mediabiasfactcheck.com puppet-string-news ,LOW,extreme-right,,,,
 calwatchdog ,calwatchdog.com, mediabiasfactcheck.com calwatchdog-com ,HIGH,left-center,,,,
  sfchronicle  ,sfchronicle.com, mediabiasfactcheck.com san-francisco-chronicle ,HIGH,left-center,,,,
  progressivestoday  ,progressivestoday.com, mediabiasfactcheck.com progressives-today ,LOW,extreme-right,,,,
 projectcensored  ,projectcensored.org, mediabiasfactcheck.com project-censored ,HIGH,left,,,,
 billmoyers  ,billmoyers.com, mediabiasfactcheck.com billmoyers-com ,HIGH,left-center,,,,
  fastcompany  ,fastcompany.com, mediabiasfactcheck.com fast-company-magazine ,HIGH,left-center,,,,
  dailysquib  ,dailysquib.co.uk, mediabiasfactcheck.com the-daily-squib ,LOW,center,,,,
  citypaper  ,citypaper.com, mediabiasfactcheck.com baltimore-city-paper ,MIXED,left,,,,
  jihadwatch  ,jihadwatch.org, mediabiasfactcheck.com jihad-watch ,LOW,extreme-right,,,,
 thepeoplestruth  ,thepeoplestruth.com, mediabiasfactcheck.com the-peoples-truth ,LOW,extreme-right,,,,
  financialexpress  ,financialexpress.com, mediabiasfactcheck.com financial-express ,HIGH,center,,,,
 conservativedailypost  ,conservativedailypost.com, mediabiasfactcheck.com conservative-daily-post ,LOW,extreme-right,,,,
  smirkingchimp  ,smirkingchimp.com, mediabiasfactcheck.com smirking-chimp ,HIGH,left,,,,
  pacificresearch  home ,pacificresearch.org-home, mediabiasfactcheck.com pacific-research-institute ,HIGH,right-center,,,,
 truthbetold  ,truthbetold.news, mediabiasfactcheck.com truth-be-told ,HIGH,center,,,,
 thepeoplescube ,thepeoplescube.com, mediabiasfactcheck.com the-peoples-cube ,LOW,center,,,,
 patrioticviralnews  ,patrioticviralnews.com, mediabiasfactcheck.com patriotic-viral-news ,LOW,extreme-right,,,,
  thenewcivilrightsmovement  ,thenewcivilrightsmovement.com, mediabiasfactcheck.com the-new-civil-rights-movement ,MIXED,left,,,,
  bipartisanreport  ,bipartisanreport.com, mediabiasfactcheck.com bipartisan-report ,LOW,extreme-left,,,,
  viralthread  ,viralthread.com, mediabiasfactcheck.com viral-thread ,MIXED,center,,,,
 concernedwomen  blog ,concernedwomen.org-blog, mediabiasfactcheck.com concerned-women-america ,LOW,extreme-right,,,,
 thehardtimes  ,thehardtimes.net, mediabiasfactcheck.com the-hard-times ,LOW,center,,,,
 trib ,trib.com, mediabiasfactcheck.com casper-star-tribune ,HIGH,center,,,,
 ntknetwork ,ntknetwork.com, mediabiasfactcheck.com ntk-network ,MIXED,right,,,,
  thatsnonsense  ,thatsnonsense.com, mediabiasfactcheck.com thats-nonsense ,HIGH,center,,,,
  denverpost  ,denverpost.com, mediabiasfactcheck.com denver-post ,HIGH,left-center,,,,
  telesurtv  english ,telesurtv.net-english, mediabiasfactcheck.com telesur ,MIXED,left,,,,
  metro  ,metro.us, mediabiasfactcheck.com metro ,HIGH,left-center,,,,
  npr  sections news ,npr.org-sections-news, mediabiasfactcheck.com npr ,HIGH,left-center,,,,
 judicialnetwork  ,judicialnetwork.com, mediabiasfactcheck.com judicial-crisis-network ,MIXED,right,,,,
  dailykos  ,dailykos.com, mediabiasfactcheck.com daily-kos ,MIXED,left,,,,
 speisa  ,speisa.com, mediabiasfactcheck.com speisa ,LOW,extreme-right,,,,
 montrealgazette  ,montrealgazette.com, mediabiasfactcheck.com montreal-gazette ,HIGH,left-center,,,,
  thequint  ,thequint.com, mediabiasfactcheck.com the-quint ,MIXED,right-center,,,,
 outlook.monmouth.edu ,outlook.monmouth.edu, mediabiasfactcheck.com the-outlook-monmouth-university ,HIGH,center,,,,
 aclj  ,aclj.org, mediabiasfactcheck.com american-center-law-justice-aclj ,MIXED,right,,,,
 elpais  elpais inenglish ,elpais.com-elpais-inenglish.html, mediabiasfactcheck.com el-pais ,HIGH,left-center,,,,
 tytnetwork  ,tytnetwork.com, mediabiasfactcheck.com the-young-turks ,HIGH,left,,,,
  geneticliteracyproject  ,geneticliteracyproject.org, mediabiasfactcheck.com genetic-literacy-project ,HIGH,center,,,,
 nowthisnews  ,nowthisnews.com, mediabiasfactcheck.com nowthis-news ,MIXED,left,,,,
  againstcronycapitalism  ,againstcronycapitalism.org, mediabiasfactcheck.com against-crony-capitialism ,MIXED,right,,,,
 gotnews  ,gotnews.com, mediabiasfactcheck.com gotnews ,LOW,extreme-right,,,,
 other98  ,other98.com, mediabiasfactcheck.com the-other-98 ,MIXED,left,,,,
 thinkprogress  ,thinkprogress.org, mediabiasfactcheck.com think-progress ,MIXED,left,,,,
 personalliberty  ,personalliberty.com, mediabiasfactcheck.com personal-liberty ,LOW,extreme-right,,,,
  star-telegram  ,star-telegram.com, mediabiasfactcheck.com star-telegram ,HIGH,right-center,,,,
  trumpservativenews fo,trumpservativenews.info, mediabiasfactcheck.com trumpservative-news ,LOW,extreme-right,,,,
 viraldevil ,viraldevil.com, mediabiasfactcheck.com viral-devil ,LOW,center,,,,
  votevets  ,votevets.org, mediabiasfactcheck.com votevets-org ,HIGH,left-center,,,,
  bizpacreview  ,bizpacreview.com, mediabiasfactcheck.com bizpac-review ,MIXED,right,,,,
  usatoday  ,usatoday.com, mediabiasfactcheck.com usa-today-2 ,HIGH,center,,,,
 thehornnews  ,thehornnews.com, mediabiasfactcheck.com the-horn-news ,LOW,extreme-right,,,,
 colombiareports ,colombiareports.com, mediabiasfactcheck.com columbia-reports ,MIXED,left-center,,,,
  focusonthefamily  ,focusonthefamily.com, mediabiasfactcheck.com focus-on-the-family ,LOW,extreme-right,,,,
 heavy  ,heavy.com, mediabiasfactcheck.com heavy ,HIGH,left-center,,,,
 rightalerts  ,rightalerts.com, mediabiasfactcheck.com right-alerts ,LOW,extreme-right,,,,
  allthatsfab  ,allthatsfab.com, mediabiasfactcheck.com all-thats-fab ,MIXED,left,,,,
  globetoday  ,globetoday.com, mediabiasfactcheck.com globe-today ,MIXED,left,,,,
 fortnightlyreview  ,fortnightlyreview.co.uk, mediabiasfactcheck.com fortnightly-review ,HIGH,right-center,,,,
 prospect  ,prospect.org, mediabiasfactcheck.com the-american-prospect ,HIGH,left,,,,
  fairus  ,fairus.org, mediabiasfactcheck.com the-federation-for-american-immigration-reform-fair ,LOW,extreme-right,,,,
  judicialwatch  ,judicialwatch.org, mediabiasfactcheck.com judicial-watch ,MIXED,right,,,,
  sfgate  ,sfgate.com, mediabiasfactcheck.com sfgate ,HIGH,left-center,,,,
  businessinsider  ,businessinsider.com, mediabiasfactcheck.com business-insider ,HIGH,left-center,,,,
 deepstatenation ,deepstatenation.com, mediabiasfactcheck.com deepstatenation-com ,MIXED,left,,,,
 ir  ,ir.net, mediabiasfactcheck.com independent-reporter-ir-net ,MIXED,left,,,,
 elitedaily  ,elitedaily.com, mediabiasfactcheck.com elite-daily ,MIXED,left,,,,
  chroniclesofdemocracy  ,chroniclesofdemocracy.com, mediabiasfactcheck.com chronicles-of-democracy ,HIGH,left,,,,
 mtstandard ,mtstandard.com, mediabiasfactcheck.com montana-standard ,HIGH,center,,,,
  esquire  ,esquire.com, mediabiasfactcheck.com esquire-magazine ,HIGH,left,,,,
 takimag  ,takimag.com, mediabiasfactcheck.com takis-magazine ,LOW,extreme-right,,,,
 squawker  ,squawker.org, mediabiasfactcheck.com squawker ,LOW,extreme-right,,,,
  americanewshub ,americanewshub.com, mediabiasfactcheck.com american-news-hub ,MIXED,right,,,,
 morningconsult  ,morningconsult.com, mediabiasfactcheck.com morning-consult ,HIGH,left-center,,,,
  carbonated  ,carbonated.tv, mediabiasfactcheck.com carbonated-tv ,HIGH,left,,,,
 pmnightlynews  ,pmnightlynews.com, mediabiasfactcheck.com pm-nightly-news ,LOW,extreme-right,,,,
  gopusa  ,gopusa.com, mediabiasfactcheck.com gopusa ,MIXED,right,,,,
  icij  ,icij.org, mediabiasfactcheck.com international-consortium-of-investigative-journalists ,HIGH,center,,,,
  9news   ,9news.com.au, mediabiasfactcheck.com 9-news-australia ,HIGH,right-center,,,,
 newint  ,newint.org, mediabiasfactcheck.com new-internationalist ,HIGH,left,,,,
  inquisitr  news ,inquisitr.com-news, mediabiasfactcheck.com inquisitr ,MIXED,left-center,,,,
  fwweekly  ,fwweekly.com, mediabiasfactcheck.com fort-worth-weekly ,HIGH,left-center,,,,
  consumerreports ,consumerreports.org, mediabiasfactcheck.com consumer-reports ,HIGH,center,,,,
 trueviralnews  ,trueviralnews.com, mediabiasfactcheck.com true-viral-news ,HIGH,center,,,,
 politicalsitenews ,politicalsitenews.com, mediabiasfactcheck.com political-site-news ,LOW,extreme-right,,,,
  dailymail  ushome index ,dailymail.co.uk, mediabiasfactcheck.com daily-mail ,MIXED,right,,,,
 techcrunch ,techcrunch.com, mediabiasfactcheck.com techcrunch ,HIGH,left-center,,,,
  recode  ,recode.net, mediabiasfactcheck.com recode ,HIGH,center,,,,
 stepfeed ,stepfeed.com, mediabiasfactcheck.com stepfeed ,MIXED,left-center,,,,
  thefiscaltimes  ,thefiscaltimes.com, mediabiasfactcheck.com the-fiscal-times ,HIGH,right-center,,,,
 conservativetoday ,conservativetoday.com, mediabiasfactcheck.com conservative-today ,MIXED,right,,,,
  pri  ,pri.org, mediabiasfactcheck.com public-radio-international-pri ,HIGH,left-center,,,,
  syriana-analysis ,syriana-analysis.com, mediabiasfactcheck.com syriana-analysis ,MIXED,left,,,,
  jordantimes  ,jordantimes.com, mediabiasfactcheck.com the-jordan-times ,HIGH,center,,,,
  opednews  ,opednews.com, mediabiasfactcheck.com opednews-oen ,MIXED,left,,,,
  lohud  ,lohud.com, mediabiasfactcheck.com the-journal-news ,HIGH,left-center,,,,
  cato  regulation ,cato.org-regulation, mediabiasfactcheck.com regulation-magazine ,MIXED,right-center,,,,
  clickhole  ,clickhole.com, mediabiasfactcheck.com clickhole ,LOW,center,,,,
 grist  ,grist.org, mediabiasfactcheck.com grist ,HIGH,left-center,,,,
  wnd  ,wnd.com, mediabiasfactcheck.com world-net-daily-wnd ,MIXED,right,,,,
  breitbartunmasked  ,breitbartunmasked.com, mediabiasfactcheck.com breitbart-unmasked ,MIXED,left,,,,
  geologyin  ,geologyin.com, mediabiasfactcheck.com geology-in ,HIGH,center,,,,
  progressiveliberal ,progressiveliberal.net, mediabiasfactcheck.com progressive-liberal ,MIXED,left,,,,
  amren  ,amren.com, mediabiasfactcheck.com american-renaissance-magazine ,LOW,extreme-right,,,,
 act ,act.tv, mediabiasfactcheck.com act-tv ,HIGH,left,,,,
  wionews  ,wionews.com, mediabiasfactcheck.com wion-world-one-news ,MIXED,center,,,,
  baltimoresun  ,baltimoresun.com, mediabiasfactcheck.com baltimore-sun ,HIGH,left-center,,,,
  adflegal  ,adflegal.org, mediabiasfactcheck.com alliance-defending-freedom ,LOW,extreme-right,,,,
  guns ,guns.com, mediabiasfactcheck.com guns-com ,HIGH,right-center,,,,
  getreligion  ,getreligion.org, mediabiasfactcheck.com get-religion ,MIXED,right,,,,
  webmd  ,webmd.com, mediabiasfactcheck.com webmd ,HIGH,center,,,,
  chroniclesmagazine  ,chroniclesmagazine.org, mediabiasfactcheck.com chronicles-magazine-rockford ,MIXED,right,,,,
  alec ,alec.org, mediabiasfactcheck.com american-legislative-exchange-council-alec ,MIXED,right,,,,
  nzherald .nz,nzherald.co.nz, mediabiasfactcheck.com new-zealand-herald ,HIGH,center,,,,
 thewalrus  ,thewalrus.ca, mediabiasfactcheck.com the-walrus ,HIGH,left,,,,
 canadafreepress  ,canadafreepress.com, mediabiasfactcheck.com canada-free-press ,MIXED,right,,,,
 rantt ,rantt.com, mediabiasfactcheck.com rantt-media ,HIGH,left,,,,
  americansforprosperity ,americansforprosperity.org, mediabiasfactcheck.com americans-for-prosperity ,MIXED,right,,,,
 medicalxpress  ,medicalxpress.com, mediabiasfactcheck.com medicalxpress ,HIGH,center,,,,
  jpost  Jerusalem-Report,jpost.com-Jerusalem-Report, mediabiasfactcheck.com the-jerusalem-report ,HIGH,left-center,,,,
  courthousenews ,courthousenews.com, mediabiasfactcheck.com courthouse-news-service ,HIGH,center,,,,
 chicagoreporter  ,chicagoreporter.com, mediabiasfactcheck.com the-chicago-reporter ,HIGH,left-center,,,,
